watershed,year,month,flow,diversion,prop_diversion,avg_temp
Upper Sacramento River,1948,9,7447.466796875,723.7551605657,0.097181388,16.6227777778
Upper Sacramento River,1948,10,6611.14453125,414.7885584769,0.0627408093,13.7610663082
Upper Sacramento River,1948,11,4622.58203125,70.5097544602,0.0152533268,10.6681018519
Upper Sacramento River,1948,12,13155.7314453125,49.3797501493,0.0037534781,8.4878584229
Upper Sacramento River,1949,1,47756.734375,49.3797501493,0.0010339851,8.3149641577
Upper Sacramento River,1949,2,6342.9848632813,54.1193739438,0.0085321619,9.1532242063
Upper Sacramento River,1949,3,7790.8095703125,122.0001698694,0.0156594984,10.9990143369
Upper Sacramento River,1949,4,7739.1596679688,197.6895188517,0.0255440548,13.5655092593
Upper Sacramento River,1949,5,9902.6044921875,731.329917449,0.0738522798,14.1573924731
Upper Sacramento River,1949,6,10020.4140625,1541.215900029,0.1538076062,16.8709259259
Upper Sacramento River,1949,7,13759.01171875,2172.0788860742,0.1578659086,16.9502240143
Upper Sacramento River,1949,8,9053.26171875,1325.7273501925,0.1464364327,17.5909946237
Upper Sacramento River,1949,9,7334.1875,660.1223370555,0.0900061986,16.5688425926
Upper Sacramento River,1949,10,7788.5268554688,225.5407312903,0.0289580733,12.5790770609
Upper Sacramento River,1949,11,8236.97265625,81.2331539743,0.0098620157,10.7629166667
Upper Sacramento River,1949,12,8381.18359375,58.3536065759,0.0069624542,9.063844086
Upper Sacramento River,1950,1,21249.263671875,47.1989030237,0.0022212018,8.5284050179
Upper Sacramento River,1950,2,21966.404296875,47.971578021,0.0021838612,8.2226686508
Upper Sacramento River,1950,3,15069.2783203125,45.8001297072,0.0030393048,9.7758512545
Upper Sacramento River,1950,4,6764.1953125,173.3581461182,0.0256287907,14.3924074074
Upper Sacramento River,1950,5,14818.0380859375,1315.9493754139,0.088807261,14.0835125448
Upper Sacramento River,1950,6,12969.5615234375,1926.9478197074,0.1485746312,15.1938425926
Upper Sacramento River,1950,7,15144.0927734375,1823.6974558909,0.1204230246,16.4035842294
Upper Sacramento River,1950,8,8375.625,1135.697270832,0.1355955252,17.8566756272
Upper Sacramento River,1950,9,6594.4750976563,557.4408464637,0.0845314962,16.9487962963
Upper Sacramento River,1950,10,6583.33203125,222.0269042268,0.0337256124,13.7186827957
Upper Sacramento River,1950,11,5157.6948242188,84.3184016203,0.0163480788,10.8806481481
Upper Sacramento River,1950,12,6186.6806640625,47.9083590585,0.0077437905,8.7708333333
Upper Sacramento River,1951,1,6178.48046875,47.9083590585,0.0077540682,7.3661290323
Upper Sacramento River,1951,2,5709.107421875,52.2833853496,0.0091578913,9.1388392857
Upper Sacramento River,1951,3,4871.2612304688,120.074212954,0.0246495122,12.2686827957
Upper Sacramento River,1951,4,4911.8588867188,78.5248521159,0.0159867891,13.625787037
Upper Sacramento River,1951,5,9092.21875,1032.1554453469,0.1135207449,15.3471326165
Upper Sacramento River,1951,6,13401.65625,1802.7119949953,0.1345141198,15.7696296296
Upper Sacramento River,1951,7,14881.7470703125,1370.0438979565,0.0920620335,15.691890681
Upper Sacramento River,1951,8,16957.517578125,1277.6305292426,0.0753430167,15.1999103943
Upper Sacramento River,1951,9,5587.3032226563,450.6297254552,0.0806524557,17.8391666667
Upper Sacramento River,1951,10,10379.56640625,220.2218496241,0.0212168641,14.6409498208
Upper Sacramento River,1951,11,4427.4819335938,58.700780808,0.0132582768,11.6760648148
Upper Sacramento River,1951,12,15770.08984375,42.9950306782,0.0027263656,8.4008960573
Upper Sacramento River,1952,1,54427.48046875,42.9950306782,0.0007899508,7.6228942652
Upper Sacramento River,1952,2,39665.62109375,42.9949025131,0.0010839337,7.1581417625
Upper Sacramento River,1952,3,14704.3125,148.1823711289,0.010077477,10.0352598566
Upper Sacramento River,1952,4,5273.4384765625,159.6715044189,0.0302784426,14.1793518519
Upper Sacramento River,1952,5,7153.4604492188,1341.616617855,0.1875479186,16.2881272401
Upper Sacramento River,1952,6,14162.2412109375,2397.8973282635,0.1693162327,15.4528703704
Upper Sacramento River,1952,7,11755.76171875,2144.5783395219,0.1824278503,17.2539874552
Upper Sacramento River,1952,8,9742.2890625,1645.1333888517,0.1688651793,17.1997311828
Upper Sacramento River,1952,9,5438.279296875,340.1521740722,0.0625477574,17.659537037
Upper Sacramento River,1952,10,7946.1899414063,228.9090184217,0.0288073932,12.4823028674
Upper Sacramento River,1952,11,5377.3413085938,119.408333077,0.0222058311,10.7994444444
Upper Sacramento River,1952,12,4696.34375,99.4819275321,0.0211828462,9.5486111111
Upper Sacramento River,1953,1,4660.2553710938,58.2279048907,0.0124945738,8.3012992832
Upper Sacramento River,1953,2,11143.9541015625,51.3949216018,0.0046119107,9.1890873016
Upper Sacramento River,1953,3,12477.517578125,49.2871622932,0.0039500776,10.7930107527
Upper Sacramento River,1953,4,8446.0947265625,177.4033343319,0.0210041848,13.072037037
Upper Sacramento River,1953,5,5615.9829101563,637.3458636561,0.1134878567,17.7092293907
Upper Sacramento River,1953,6,13805.2412109375,1927.8597394065,0.1396469435,16.8703240741
Upper Sacramento River,1953,7,13419.162109375,1467.064268866,0.109326071,16.883109319
Upper Sacramento River,1953,8,10946.8486328125,1269.7828309117,0.1159952854,16.7015681004
Upper Sacramento River,1953,9,5697.9711914063,361.9716186462,0.0635264038,17.8234722222
Upper Sacramento River,1953,10,6217.474609375,48.8116279312,0.0078507161,14.002374552
Upper Sacramento River,1953,11,8238.87890625,56.9871720414,0.00691686,10.929212963
Upper Sacramento River,1953,12,10886.7431640625,44.9235661295,0.0041264468,8.5702060932
Upper Sacramento River,1954,1,20250.73828125,44.0907862848,0.0021772434,8.1409050179
Upper Sacramento River,1954,2,68680.0078125,44.0904070171,0.0006419686,8.1130952381
Upper Sacramento River,1954,3,31052.474609375,44.6151829323,0.0014367674,8.939202509
Upper Sacramento River,1954,4,14131.7568359375,90.6153899303,0.0064121815,12.3883796296
Upper Sacramento River,1954,5,9405.23046875,922.9277117253,0.0981291968,16.5386200717
Upper Sacramento River,1954,6,11870.4736328125,1930.4690375398,0.1626278022,17.8709722222
Upper Sacramento River,1954,7,10708.369140625,1647.6552589795,0.1538661245,18.3006272401
Upper Sacramento River,1954,8,10621.4013671875,1568.6712153138,0.1476896655,17.9113799283
Upper Sacramento River,1954,9,11002.8984375,600.4740275819,0.054574168,15.0748611111
Upper Sacramento River,1954,10,9621.3056640625,245.0765450028,0.0254722751,14.3306451613
Upper Sacramento River,1954,11,6609.14453125,100.2542189964,0.015169016,12.6227314815
Upper Sacramento River,1954,12,4666.8940429688,55.409749358,0.0118729392,9.7267921147
Upper Sacramento River,1955,1,12543.5966796875,82.1539754707,0.0065494752,8.9872311828
Upper Sacramento River,1955,2,23898.80078125,46.9394062796,0.0019640904,8.8911706349
Upper Sacramento River,1955,3,9267.384765625,122.0260366557,0.013167257,12.1525089606
Upper Sacramento River,1955,4,7871.3061523438,328.5312200504,0.0417378277,14.9902314815
Upper Sacramento River,1955,5,8442.5439453125,913.6715279158,0.1082223005,16.0772849462
Upper Sacramento River,1955,6,14833.9423828125,2095.6673963409,0.1412751474,15.5962037037
Upper Sacramento River,1955,7,16012.826171875,1725.8708136489,0.1077805251,16.8182795699
Upper Sacramento River,1955,8,9856.9970703125,1225.7677353179,0.1243550877,18.2806899642
Upper Sacramento River,1955,9,5478.3310546875,481.3162464416,0.0878581892,18.7120833333
Upper Sacramento River,1955,10,6269.0361328125,198.8076384425,0.0317126324,15.3812724014
Upper Sacramento River,1955,11,4877.505859375,71.7361727841,0.0147075524,12.390787037
Upper Sacramento River,1955,12,3835.5803222656,50.4267452548,0.0131470967,8.9489247312
Upper Sacramento River,1956,1,5092.6450195313,110.2029610941,0.0216396314,7.5534050179
Upper Sacramento River,1956,2,6699.0737304688,44.6461457543,0.0066645252,9.204454023
Upper Sacramento River,1956,3,8513.7783203125,41.3606150494,0.0048580799,11.9514336918
Upper Sacramento River,1956,4,5893.3891601563,124.6787626324,0.0211556982,14.938287037
Upper Sacramento River,1956,5,7156.22265625,564.8986410889,0.078938103,16.7430555556
Upper Sacramento River,1956,6,13903.7080078125,1256.4344478496,0.0903668609,16.9975462963
Upper Sacramento River,1956,7,13022.4873046875,1023.9279810274,0.0786276813,17.7259856631
Upper Sacramento River,1956,8,10405.818359375,881.7194241676,0.0847333092,17.3834229391
Upper Sacramento River,1956,9,4828.9008789063,303.100750406,0.0627680621,19.0159259259
Upper Sacramento River,1956,10,4533.0961914063,221.0132333047,0.0487554695,15.5613351254
Upper Sacramento River,1956,11,4732.23046875,45.0687350497,0.0095237828,11.2493055556
Upper Sacramento River,1956,12,6310.5708007813,38.1319129832,0.0060425458,8.4964605735
Upper Sacramento River,1957,1,5570.1513671875,38.0115913258,0.0068241577,7.210125448
Upper Sacramento River,1957,2,6684.51171875,38.2497433138,0.0057221447,9.1688492063
Upper Sacramento River,1957,3,12260.6005859375,44.5436062661,0.0036330689,10.897625448
Upper Sacramento River,1957,4,6730.7045898438,162.3353734511,0.02411863,14.0147685185
Upper Sacramento River,1957,5,8938.2939453125,827.2373806413,0.0925498071,15.3885752688
Upper Sacramento River,1957,6,15331.986328125,1732.5201418901,0.1130003709,15.9537037037
Upper Sacramento River,1957,7,16428.55078125,1425.0160261544,0.086740215,15.9855286738
Upper Sacramento River,1957,8,9817.3349609375,1161.9728267228,0.1183592932,17.2375896057
Upper Sacramento River,1957,9,5361.7290039063,306.1118251427,0.0570919987,17.8334259259
Upper Sacramento River,1957,10,9872.9404296875,197.992159992,0.0200540215,14.1115591398
Upper Sacramento River,1957,11,4194.5908203125,55.5865483507,0.0132519597,11.6971759259
Upper Sacramento River,1957,12,5533.6982421875,43.0225851453,0.0077746533,7.8368727599
Upper Sacramento River,1958,1,5174.6640625,47.7919876017,0.0092357662,7.6619623656
Upper Sacramento River,1958,2,10474.7060546875,43.0221101172,0.0041072379,8.6859126984
Upper Sacramento River,1958,3,9789.15234375,48.5663723331,0.0049612439,10.678718638
Upper Sacramento River,1958,4,5729.3383789063,273.4361904314,0.0477256137,15.7938425926
Upper Sacramento River,1958,5,11002.0712890625,1047.8937426419,0.0952451329,14.2797043011
Upper Sacramento River,1958,6,15846.744140625,2270.0807053839,0.1432521839,14.6948148148
Upper Sacramento River,1958,7,13722.6806640625,1799.7195150566,0.1311492673,16.1644265233
Upper Sacramento River,1958,8,11839.396484375,1386.3339243793,0.1170949825,15.9978942652
Upper Sacramento River,1958,9,6504.705078125,650.2515703998,0.0999663417,17.4132407407
Upper Sacramento River,1958,10,5459.5341796875,50.5459133566,0.0092582832,15.1389784946
Upper Sacramento River,1958,11,6090.7900390625,63.6799017913,0.0104551136,11.9244907407
Upper Sacramento River,1958,12,7662.75390625,51.3530202899,0.0067016403,8.0026433692
Upper Sacramento River,1959,1,5965.0356445313,76.6919375639,0.0128569119,6.8803763441
Upper Sacramento River,1959,2,10532.7783203125,48.8033075569,0.0046334695,9.0504960317
Upper Sacramento River,1959,3,13476.5,50.119945046,0.0037190624,10.2529569892
Upper Sacramento River,1959,4,23880.931640625,61.1584926656,0.002560976,10.7002314815
Upper Sacramento River,1959,5,8634.4072265625,961.5976148931,0.1113681101,15.8481630824
Upper Sacramento River,1959,6,12867.5244140625,2438.6135034769,0.1895169129,17.0314351852
Upper Sacramento River,1959,7,11493.380859375,1901.9012539877,0.1654779631,17.2444444444
Upper Sacramento River,1959,8,9584.8212890625,1601.8642229735,0.1671251007,17.1021953405
Upper Sacramento River,1959,9,7314.2709960938,753.4053643641,0.1030048469,17.5411111111
Upper Sacramento River,1959,10,7695.4375,220.8711928141,0.0287015771,14.5257616487
Upper Sacramento River,1959,11,8278.291015625,55.5917110448,0.0067153608,11.2193518519
Upper Sacramento River,1959,12,8768.390625,59.58149082,0.0067950315,8.9844086022
Upper Sacramento River,1960,1,6273.7041015625,55.8294118883,0.0088989552,7.9034946237
Upper Sacramento River,1960,2,5945.4809570313,67.4422597106,0.0113434489,9.3537835249
Upper Sacramento River,1960,3,4504.5961914063,116.3472941346,0.0258285736,11.6753136201
Upper Sacramento River,1960,4,6124.76171875,315.9383012119,0.0515837702,14.2573611111
Upper Sacramento River,1960,5,9338.1376953125,722.4546900197,0.0773660352,14.7044354839
Upper Sacramento River,1960,6,13889.2900390625,1481.2972913638,0.1066503246,15.6152777778
Upper Sacramento River,1960,7,14530.376953125,1388.4660827374,0.0955560952,16.266218638
Upper Sacramento River,1960,8,9611.669921875,1059.4240206077,0.1102226803,17.3347670251
Upper Sacramento River,1960,9,4923.5834960938,433.3686332781,0.0880189467,18.0465740741
Upper Sacramento River,1960,10,5841.5024414063,165.5686611105,0.0283435063,15.4269265233
Upper Sacramento River,1960,11,4925.8774414063,42.9367557351,0.00871657,10.9960185185
Upper Sacramento River,1960,12,18382.31640625,42.9365706169,0.0023357541,8.3900089606
Upper Sacramento River,1961,1,31110.58984375,42.9365706169,0.0013801272,7.5404121864
Upper Sacramento River,1961,2,6522.9853515625,47.5063119996,0.0072829095,7.9720734127
Upper Sacramento River,1961,3,5071.3149414063,131.4245110544,0.025915273,10.6819444444
Upper Sacramento River,1961,4,11022.9013671875,54.6775215233,0.0049603566,12.0732407407
Upper Sacramento River,1961,5,11059.017578125,1146.5291649574,0.1036736904,14.763844086
Upper Sacramento River,1961,6,11601.548828125,1996.6017509366,0.1720978621,15.8856018519
Upper Sacramento River,1961,7,12856.2421875,1746.2404095391,0.1358282136,16.3074820789
Upper Sacramento River,1961,8,8195.2509765625,1205.3784107201,0.1470825499,18.7141129032
Upper Sacramento River,1961,9,4986.1420898438,412.8571433374,0.0828009182,17.4396759259
Upper Sacramento River,1961,10,6899.0224609375,212.1938185753,0.0307570848,13.5173387097
Upper Sacramento River,1961,11,8681.0986328125,99.4948271587,0.0114610871,10.8600925926
Upper Sacramento River,1961,12,10021.4990234375,51.3033883212,0.0051193328,8.3107078853
Upper Sacramento River,1962,1,10431.8076171875,51.3835042064,0.0049256568,7.9113799283
Upper Sacramento River,1962,2,8850.123046875,51.0733446999,0.0057709192,8.305406746
Upper Sacramento River,1962,3,13344.1484375,55.6105668954,0.0041674122,10.1472222222
Upper Sacramento River,1962,4,8766.6435546875,301.531812269,0.0343953544,13.4018981481
Upper Sacramento River,1962,5,12006.8359375,1053.1710323306,0.0877142852,13.8716845878
Upper Sacramento River,1962,6,15773.2763671875,1836.384764911,0.1164237995,14.6143518519
Upper Sacramento River,1962,7,14570.828125,1517.8894134237,0.104173174,15.9743727599
Upper Sacramento River,1962,8,10423.6376953125,1334.4079039793,0.1280174871,16.8773297491
Upper Sacramento River,1962,9,6213.1352539063,443.2613368763,0.0713426183,17.6908333333
Upper Sacramento River,1962,10,6607.5737304688,333.6004249958,0.0504875827,15.2957437276
Upper Sacramento River,1962,11,5421.4604492188,51.5917209461,0.0095162035,11.9582407407
Upper Sacramento River,1962,12,7047.2241210938,45.2920166107,0.0064269301,8.6306003584
Upper Sacramento River,1963,1,17275.9453125,45.2920166107,0.0026216809,7.7343189964
Upper Sacramento River,1963,2,7831.3959960938,43.7294958703,0.0055838698,8.4319940476
Upper Sacramento River,1963,3,15493.4541015625,47.1236204392,0.0030415181,9.7144265233
Upper Sacramento River,1963,4,11901.7119140625,124.372845459,0.0104499963,10.9916666667
Upper Sacramento River,1963,5,13086.9462890625,909.3856406806,0.0694879937,14.360797491
Upper Sacramento River,1963,6,10055.66796875,2052.936712637,0.2041571698,16.8987962963
Upper Sacramento River,1963,7,11449.08984375,2127.3926809578,0.1858132576,18.3139784946
Upper Sacramento River,1963,8,10132.6171875,1759.0006103434,0.1735978551,17.9808243728
Upper Sacramento River,1963,9,8584.712890625,618.9057270956,0.0720939343,16.2928240741
Upper Sacramento River,1963,10,9370.2880859375,272.6212833948,0.0290942264,13.1255824373
Upper Sacramento River,1963,11,5069.0498046875,97.5296978242,0.0192402327,11.8735185185
Upper Sacramento River,1963,12,5301.2202148438,58.3114349125,0.0109996251,8.2835573477
Upper Sacramento River,1964,1,7863.7861328125,53.8988911583,0.0068540637,7.8242831541
Upper Sacramento River,1964,2,22316.697265625,53.8985213073,0.0024151657,8.6416666667
Upper Sacramento River,1964,3,7281.8569335938,49.1634992023,0.0067515058,11.9911738351
Upper Sacramento River,1964,4,8379.880859375,311.695636442,0.0371957122,13.81375
Upper Sacramento River,1964,5,7743.912109375,908.4494693023,0.1173114385,15.6163530466
Upper Sacramento River,1964,6,15426.5810546875,1917.3541356668,0.1242889872,15.2353240741
Upper Sacramento River,1964,7,16497.6328125,1615.0214950378,0.0978941351,15.769265233
Upper Sacramento River,1964,8,8599.4033203125,1068.0181372189,0.1241967724,18.222311828
Upper Sacramento River,1964,9,5944.4287109375,518.5395034801,0.0872311754,17.9015740741
Upper Sacramento River,1964,10,6838.6850585938,181.8290964106,0.0265883126,14.4233422939
Upper Sacramento River,1964,11,4444.2470703125,49.1841825821,0.0110669326,11.2561574074
Upper Sacramento River,1964,12,8348.7294921875,47.4341566169,0.0056816018,8.2114695341
Upper Sacramento River,1965,1,30196.359375,47.4341566169,0.0015708568,7.9704749104
